state_code,time_stamp,type,weighted_sentiment,bert_label,year,month
AZ,2021-09-03 18:41:00,pos,0.6521739130434783,1,2021,9
LA,2021-09-04 13:21:00,neutral,0.0,0,2021,9
MA,2021-09-04 18:14:00,neutral,0.0,0,2021,9
OK,2021-09-07 20:58:00,pos,33.0,1,2021,9
NY,2021-09-09 02:24:00,neutral,0.0,0,2021,9
IN,2021-09-09 17:52:00,pos,0.6666666666666666,1,2021,9
NM,2021-09-10 05:06:00,neutral,0.0,0,2021,9
NC,2021-09-10 17:20:00,neutral,0.0,0,2021,9
MI,2021-09-12 16:21:00,pos,85.0,1,2021,9
CA,2021-09-13 16:31:00,pos,1759.0,1,2021,9
NE,2021-09-13 17:54:00,pos,0.625,1,2021,9
FL,2021-09-14 15:56:00,pos,11.0,1,2021,9
CA,2021-09-15 14:21:00,pos,7.0,1,2021,9
CA,2021-09-17 16:28:00,neg,-64.0,-1,2021,9
FL,2021-09-18 21:00:00,neg,-226.0,-1,2021,9
NC,2021-09-23 20:19:00,pos,9.0,1,2021,9
NJ,2021-09-30 15:29:00,pos,0.45,1,2021,9
IN,2021-09-30 21:49:00,neutral,0.0,0,2021,9
NJ,2021-10-02 12:19:00,neg,-0.5909090909090909,-1,2021,10
OH,2021-10-02 14:08:00,pos,641.0,1,2021,10
IN,2021-10-07 13:22:00,neutral,0.0,0,2021,10
OH,2021-10-09 02:44:00,pos,0.25,1,2021,10
CA,2021-10-10 15:35:00,neutral,0.0,0,2021,10
MA,2021-10-11 18:59:00,pos,395.0,1,2021,10
FL,2021-10-12 12:57:00,neutral,0.0,0,2021,10
MI,2021-10-14 03:38:00,pos,0.6,1,2021,10
LA,2021-10-15 15:57:00,pos,178.0,1,2021,10
FL,2021-10-16 13:20:00,pos,0.3333333333333333,1,2021,10
ND,2021-10-18 07:37:00,neutral,0.0,0,2021,10
OH,2021-10-18 12:20:00,pos,0.44,1,2021,10
NY,2021-10-19 20:13:00,neutral,0.0,0,2021,10
AZ,2021-10-19 21:26:00,pos,1.0,1,2021,10
AZ,2021-10-20 15:38:00,neutral,0.0,0,2021,10
PA,2021-10-20 22:32:00,pos,0.0,1,2021,10
IN,2021-10-22 05:36:00,neutral,0.0,0,2021,10
NV,2021-10-22 14:03:00,neutral,0.0,0,2021,10
NV,2021-10-23 13:13:00,pos,0.034482758620689655,1,2021,10
CA,2021-10-23 18:25:00,neg,-704.0,-1,2021,10
NV,2021-10-24 03:48:00,neutral,0.0,0,2021,10
NV,2021-10-25 22:17:00,pos,0.3333333333333333,1,2021,10
IL,2021-10-29 20:49:00,neutral,0.0,0,2021,10
FL,2021-10-30 18:58:00,pos,65.0,1,2021,10
CA,2021-11-02 17:25:00,neutral,0.0,0,2021,11
CA,2021-11-02 23:09:00,pos,10.0,1,2021,11
MA,2021-11-03 15:18:00,pos,581.0,1,2021,11
IA,2021-11-04 20:33:00,pos,0.8727272727272727,1,2021,11
GA,2021-11-06 13:01:00,pos,0.4642857142857143,1,2021,11
IN,2021-11-06 14:50:00,pos,0.4393939393939394,1,2021,11
PA,2021-11-07 15:05:00,pos,0.6857142857142857,1,2021,11
MN,2021-11-08 12:58:00,pos,0.75,1,2021,11
PA,2021-11-12 16:41:00,pos,31.0,1,2021,11
GA,2021-11-15 17:12:00,neutral,0.0,0,2021,11
NY,2021-11-18 04:11:00,pos,95.0,1,2021,11
NY,2021-11-18 18:36:00,neg,-226.0,-1,2021,11
AZ,2021-11-18 19:28:00,pos,0.88,1,2021,11
FL,2021-11-19 00:25:00,neutral,0.0,0,2021,11
IL,2021-11-19 20:12:00,neutral,0.0,0,2021,11
AZ,2021-11-23 01:57:00,neutral,0.0,0,2021,11
AZ,2021-11-23 16:38:00,neutral,0.0,0,2021,11
OH,2021-11-24 18:40:00,pos,0.0,1,2021,11
NM,2021-11-27 17:55:00,pos,73.0,1,2021,11
OH,2021-11-28 13:06:00,pos,0.875,1,2021,11
MD,2021-11-28 14:33:00,pos,0.6,1,2021,11
OH,2021-11-28 16:38:00,pos,0.68,1,2021,11
CA,2021-12-01 23:49:00,pos,0.5555555555555556,1,2021,12
CO,2021-12-03 14:42:00,pos,122.0,1,2021,12
AZ,2021-12-04 01:43:00,neutral,0.0,0,2021,12
MT,2021-12-04 19:00:00,pos,20.0,1,2021,12
OH,2021-12-06 14:20:00,neg,-524.0,-1,2021,12
KS,2021-12-06 23:21:00,pos,0.0,1,2021,12
MD,2021-12-09 14:58:00,pos,0.18181818181818182,1,2021,12
NJ,2021-12-11 02:27:00,pos,0.4166666666666667,1,2021,12
NV,2021-12-11 18:29:00,pos,0.3333333333333333,1,2021,12
NJ,2021-12-13 15:22:00,pos,0.2,1,2021,12
MI,2021-12-14 18:16:00,neutral,0.0,0,2021,12
CA,2021-12-15 18:36:00,neutral,0.0,0,2021,12
KS,2021-12-16 14:52:00,pos,0.18181818181818182,1,2021,12
IL,2021-12-17 17:53:00,pos,0.0,1,2021,12
CO,2021-12-17 18:19:00,pos,67.0,1,2021,12
KY,2021-12-17 22:27:00,pos,0.6363636363636364,1,2021,12
CA,2021-12-19 19:57:00,neutral,0.0,0,2021,12
NY,2021-12-24 17:19:00,neutral,0.0,0,2021,12
NY,2021-12-29 01:23:00,neutral,0.0,0,2021,12
NY,2021-12-30 13:59:00,neutral,0.0,0,2021,12
OH,2021-12-30 20:30:00,pos,0.18181818181818182,1,2021,12
IN,2021-12-31 04:36:00,neutral,0.0,0,2021,12
NC,2022-01-01 17:42:00,neutral,0.0,0,2022,1
OH,2022-01-02 21:35:00,pos,300.0,1,2022,1
AZ,2022-01-03 17:00:00,pos,0.7567567567567568,1,2022,1
NY,2022-01-03 20:54:00,neutral,0.0,0,2022,1
MI,2022-01-03 21:51:00,pos,143.0,1,2022,1
GA,2022-01-05 05:41:00,pos,0.3023255813953488,1,2022,1
HI,2022-01-06 10:13:00,neg,-0.5,-1,2022,1
OH,2022-01-06 17:37:00,neutral,0.0,0,2022,1
NJ,2022-01-11 04:33:00,pos,0.6,1,2022,1
NC,2022-01-11 05:13:00,pos,0.3333333333333333,1,2022,1
KS,2022-01-12 20:25:00,neg,-0.625,-1,2022,1
NC,2022-01-13 14:41:00,pos,0.15789473684210525,1,2022,1
LA,2022-01-14 00:33:00,pos,23.0,1,2022,1
NM,2022-01-14 20:04:00,pos,0.3181818181818182,1,2022,1
NC,2022-01-15 15:54:00,pos,0.25925925925925924,1,2022,1
CA,2022-01-16 03:57:00,pos,5.0,1,2022,1
NC,2022-01-16 16:02:00,neutral,0.0,0,2022,1
CA,2022-01-17 17:27:00,neg,0.0,-1,2022,1
ND,2022-01-18 03:05:00,pos,101.0,1,2022,1
IL,2022-01-18 21:33:00,pos,0.9,1,2022,1
CA,2022-01-19 05:48:00,pos,0.0,1,2022,1
CA,2022-01-19 22:10:00,neg,-195.0,-1,2022,1
MI,2022-01-20 20:48:00,pos,0.4864864864864865,1,2022,1
CA,2022-01-21 03:05:00,neutral,0.0,0,2022,1
AZ,2022-01-21 20:17:00,pos,0.6056338028169014,1,2022,1
FL,2022-01-22 18:37:00,pos,5.0,1,2022,1
NE,2022-01-23 13:24:00,pos,0.13333333333333333,1,2022,1
MI,2022-01-25 18:53:00,neutral,0.0,0,2022,1
CA,2022-01-26 18:16:00,pos,0.5294117647058824,1,2022,1
CA,2022-01-27 02:19:00,pos,1027.0,1,2022,1
KS,2022-01-28 01:32:00,neutral,0.0,0,2022,1
PA,2022-01-29 01:07:00,pos,0.3103448275862069,1,2022,1
MA,2022-01-29 21:15:00,pos,528.0,1,2022,1
NV,2022-01-30 02:30:00,pos,187.0,1,2022,1
GA,2022-01-31 19:32:00,pos,0.08695652173913043,1,2022,1
MA,2022-02-02 18:56:00,pos,63.0,1,2022,2
KS,2022-02-03 20:06:00,neg,-0.02564102564102564,-1,2022,2
MD,2022-02-05 23:56:00,neg,-26.0,-1,2022,2
NY,2022-02-06 15:23:00,pos,0.43333333333333335,1,2022,2
AZ,2022-02-10 04:46:00,neutral,0.0,0,2022,2
KS,2022-02-10 16:35:00,neutral,0.0,0,2022,2
IL,2022-02-11 17:51:00,neutral,0.0,0,2022,2
NJ,2022-02-12 11:32:00,neutral,0.0,0,2022,2
FL,2022-02-13 13:31:00,pos,0.34579439252336447,1,2022,2
CA,2022-02-13 15:54:00,pos,97.0,1,2022,2
IA,2022-02-14 18:20:00,pos,40.0,1,2022,2
FL,2022-02-15 18:00:00,pos,661.0,1,2022,2
OK,2022-02-16 04:51:00,pos,0.26785714285714285,1,2022,2
FL,2022-02-17 05:08:00,pos,0.21739130434782608,1,2022,2
MI,2022-02-17 18:15:00,neutral,0.0,0,2022,2
FL,2022-02-20 05:40:00,pos,248.0,1,2022,2
MI,2022-02-20 14:53:00,pos,0.6666666666666666,1,2022,2
MI,2022-02-20 14:54:00,pos,0.0,1,2022,2
NV,2022-02-21 18:59:00,pos,0.0,1,2022,2
CA,2022-02-25 22:30:00,neg,-115.0,-1,2022,2
CA,2022-02-28 17:17:00,neutral,0.0,0,2022,2
OK,2022-03-01 22:44:00,pos,43.0,1,2022,3
NJ,2022-03-02 04:15:00,neutral,0.0,0,2022,3
GA,2022-03-02 11:46:00,neg,-448.0,-1,2022,3
MI,2022-03-02 14:02:00,pos,61.0,1,2022,3
KS,2022-03-03 19:46:00,pos,0.4588235294117647,1,2022,3
PA,2022-03-04 02:21:00,pos,286.0,1,2022,3
CA,2022-03-04 06:54:00,pos,298.0,1,2022,3
CO,2022-03-06 23:05:00,neutral,0.0,0,2022,3
MA,2022-03-07 02:30:00,pos,0.0,1,2022,3
AZ,2022-03-07 07:21:00,pos,0.84375,1,2022,3
OH,2022-03-08 19:08:00,neutral,0.0,0,2022,3
OH,2022-03-09 00:52:00,pos,0.375,1,2022,3
MA,2022-03-09 17:22:00,pos,0.7142857142857143,1,2022,3
PA,2022-03-09 18:47:00,neg,-266.0,-1,2022,3
NC,2022-03-10 17:29:00,pos,0.0,1,2022,3
MT,2022-03-11 05:52:00,pos,0.5882352941176471,1,2022,3
MI,2022-03-12 13:08:00,neutral,0.0,0,2022,3
OK,2022-03-15 14:05:00,pos,63.0,1,2022,3
AZ,2022-03-15 17:06:00,pos,0.125,1,2022,3
IA,2022-03-16 21:26:00,neg,-0.6153846153846154,-1,2022,3
CA,2022-03-21 00:35:00,neg,-2449.0,-1,2022,3
CA,2022-03-21 13:02:00,neg,-1623.0,-1,2022,3
CA,2022-03-21 18:14:00,pos,1704.0,1,2022,3
OH,2022-03-22 11:11:00,neutral,0.0,0,2022,3
CA,2022-03-22 19:38:00,neg,-336.0,-1,2022,3
LA,2022-03-23 14:19:00,pos,0.875,1,2022,3
CA,2022-03-24 01:44:00,neg,-2509.0,-1,2022,3
KY,2022-03-24 06:26:00,neutral,0.0,0,2022,3
CA,2022-03-24 22:33:00,neutral,0.0,0,2022,3
NE,2022-03-26 22:55:00,neg,-30.0,-1,2022,3
MN,2022-03-27 02:51:00,neutral,0.0,0,2022,3
FL,2022-03-28 01:10:00,neg,-0.3888888888888889,-1,2022,3
AZ,2022-03-29 04:43:00,pos,17.0,1,2022,3
LA,2022-03-29 18:35:00,neg,-0.6530612244897959,-1,2022,3
CA,2022-03-29 22:23:00,pos,1277.0,1,2022,3
CA,2022-03-30 12:08:00,neg,-1316.0,-1,2022,3
CA,2022-03-30 17:27:00,neutral,0.0,0,2022,3
NY,2022-04-05 01:05:00,pos,350.0,1,2022,4
FL,2022-04-06 16:48:00,pos,0.7391304347826086,1,2022,4
MN,2022-04-07 21:37:00,pos,0.8571428571428571,1,2022,4
OH,2022-04-11 09:32:00,pos,12.0,1,2022,4
MI,2022-04-14 22:55:00,pos,24.0,1,2022,4
FL,2022-04-16 16:21:00,pos,0.5625,1,2022,4
OH,2022-04-17 01:00:00,pos,32.0,1,2022,4
NC,2022-04-17 01:23:00,neutral,0.0,0,2022,4
MI,2022-04-17 14:49:00,pos,0.2222222222222222,1,2022,4
FL,2022-04-18 01:05:00,neutral,0.0,0,2022,4
IA,2022-04-20 20:02:00,pos,0.0,1,2022,4
AR,2022-04-21 12:21:00,pos,0.8461538461538461,1,2022,4
CA,2022-04-21 20:59:00,neutral,0.0,0,2022,4
NY,2022-04-23 21:31:00,pos,0.5,1,2022,4
NY,2022-04-24 00:35:00,pos,0.75,1,2022,4
CA,2022-04-24 00:59:00,neutral,0.0,0,2022,4
LA,2022-04-24 14:15:00,neutral,0.0,0,2022,4
CA,2022-04-24 21:13:00,pos,0.0,1,2022,4
MA,2022-04-25 00:07:00,neutral,0.0,0,2022,4
MN,2022-04-28 19:22:00,pos,0.0,1,2022,4
LA,2022-04-29 09:34:00,pos,79.0,1,2022,4
NM,2022-04-29 15:08:00,pos,0.0,1,2022,4
PA,2022-04-30 16:35:00,pos,0.8333333333333334,1,2022,4
NY,2022-05-01 09:38:00,pos,0.17647058823529413,1,2022,5
KS,2022-05-03 15:32:00,pos,0.6666666666666666,1,2022,5
CA,2022-05-03 17:09:00,neutral,0.0,0,2022,5
MA,2022-05-03 21:26:00,pos,3289.0,1,2022,5
OH,2022-05-04 16:38:00,neutral,0.0,0,2022,5
OH,2022-05-04 19:12:00,neg,-144.0,-1,2022,5
OH,2022-05-04 21:19:00,neutral,0.0,0,2022,5
AZ,2022-05-04 23:46:00,neutral,0.0,0,2022,5
OH,2022-05-05 11:59:00,neutral,0.0,0,2022,5
CA,2022-05-05 19:20:00,neg,-49.0,-1,2022,5
NV,2022-05-06 20:54:00,neg,-0.4411764705882353,-1,2022,5
OH,2022-05-06 21:41:00,neg,-253.0,-1,2022,5
PA,2022-05-07 15:29:00,pos,0.0,1,2022,5
AZ,2022-05-11 00:11:00,neutral,0.0,0,2022,5
CO,2022-05-11 23:34:00,pos,0.8085106382978723,1,2022,5
FL,2022-05-12 23:02:00,pos,0.0,1,2022,5
OK,2022-05-13 00:20:00,pos,0.7543859649122807,1,2022,5
NJ,2022-05-13 22:43:00,pos,0.0,1,2022,5
KS,2022-05-14 20:11:00,neg,-15.0,-1,2022,5
NC,2022-05-16 12:37:00,neutral,0.0,0,2022,5
NY,2022-05-16 15:15:00,neutral,0.0,0,2022,5
AZ,2022-05-17 04:29:00,pos,0.5121951219512195,1,2022,5
NJ,2022-05-17 13:37:00,pos,0.1111111111111111,1,2022,5
OH,2022-05-19 13:32:00,neutral,0.0,0,2022,5
CA,2022-05-21 06:15:00,neg,-456.0,-1,2022,5
FL,2022-05-21 19:55:00,neg,-15.0,-1,2022,5
MI,2022-05-23 15:17:00,pos,0.2826086956521739,1,2022,5
AZ,2022-05-24 00:58:00,pos,209.0,1,2022,5
AZ,2022-05-24 13:35:00,pos,0.3709677419354839,1,2022,5
CA,2022-05-24 16:40:00,neutral,0.0,0,2022,5
MA,2022-05-24 17:53:00,pos,0.0,1,2022,5
NY,2022-05-24 20:57:00,neutral,0.0,0,2022,5
MT,2022-05-25 00:25:00,pos,78.0,1,2022,5
AZ,2022-05-27 22:42:00,pos,0.5,1,2022,5
FL,2022-05-28 18:30:00,pos,0.46153846153846156,1,2022,5
KS,2022-05-28 21:32:00,neutral,0.0,0,2022,5
NY,2022-05-29 02:14:00,neg,-0.7272727272727273,-1,2022,5
KS,2022-05-29 02:24:00,pos,0.7222222222222222,1,2022,5
OH,2022-05-31 18:40:00,pos,201.0,1,2022,5
IN,2022-05-31 22:39:00,pos,0.28,1,2022,5
CA,2022-06-01 19:31:00,neg,-263.0,-1,2022,6
KS,2022-06-02 00:15:00,neg,-103.0,-1,2022,6
HI,2022-06-02 07:01:00,neutral,0.0,0,2022,6
NY,2022-06-02 13:34:00,pos,180.0,1,2022,6
NE,2022-06-02 19:35:00,pos,0.8181818181818182,1,2022,6
NM,2022-06-05 21:17:00,neutral,0.0,0,2022,6
NC,2022-06-08 00:06:00,pos,0.0,1,2022,6
AZ,2022-06-08 17:31:00,pos,0.88,1,2022,6
LA,2022-06-09 15:59:00,neutral,0.0,0,2022,6
CA,2022-06-11 00:55:00,neg,-2092.0,-1,2022,6
IN,2022-06-11 04:50:00,pos,0.125,1,2022,6
OH,2022-06-11 12:03:00,pos,100.0,1,2022,6
LA,2022-06-11 16:21:00,pos,0.8677685950413223,1,2022,6
OH,2022-06-15 15:05:00,pos,0.6781609195402298,1,2022,6
LA,2022-06-15 15:07:00,pos,31.0,1,2022,6
GA,2022-06-17 09:30:00,pos,0.05813953488372093,1,2022,6
CA,2022-06-17 21:59:00,neutral,0.0,0,2022,6
NM,2022-06-18 14:32:00,neutral,0.0,0,2022,6
PA,2022-06-19 13:10:00,pos,0.0,1,2022,6
NV,2022-06-22 01:55:00,neutral,0.0,0,2022,6
AZ,2022-06-22 17:44:00,pos,0.9259259259259259,1,2022,6
MN,2022-06-23 16:57:00,pos,67.0,1,2022,6
MD,2022-06-24 17:29:00,pos,5.0,1,2022,6
CA,2022-06-25 16:35:00,pos,0.6666666666666666,1,2022,6
NV,2022-06-27 14:00:00,pos,0.2328042328042328,1,2022,6
GA,2022-06-28 09:52:00,neutral,0.0,0,2022,6
FL,2022-06-28 15:13:00,pos,0.3333333333333333,1,2022,6
KY,2022-06-29 16:53:00,pos,0.36363636363636365,1,2022,6
NV,2022-07-01 14:27:00,neutral,0.0,0,2022,7
CA,2022-07-01 22:08:00,neutral,0.0,0,2022,7
CA,2022-07-02 01:27:00,pos,1054.0,1,2022,7
MI,2022-07-02 04:52:00,pos,0.34615384615384615,1,2022,7
ND,2022-07-05 12:41:00,pos,0.5483870967741935,1,2022,7
CA,2022-07-05 14:00:00,pos,0.0,1,2022,7
NV,2022-07-05 18:31:00,neg,-38.0,-1,2022,7
NC,2022-07-06 21:46:00,pos,119.0,1,2022,7
IN,2022-07-07 11:42:00,pos,0.25,1,2022,7
IA,2022-07-08 01:28:00,neg,-289.0,-1,2022,7
IN,2022-07-08 08:07:00,pos,0.6666666666666666,1,2022,7
CO,2022-07-09 21:23:00,pos,0.3333333333333333,1,2022,7
KY,2022-07-10 13:49:00,pos,579.0,1,2022,7
FL,2022-07-14 03:25:00,pos,0.08333333333333333,1,2022,7
MI,2022-07-15 22:25:00,pos,0.4634146341463415,1,2022,7
MI,2022-07-18 03:28:00,neg,-0.5357142857142857,-1,2022,7
LA,2022-07-19 11:29:00,neutral,0.0,0,2022,7
PA,2022-07-19 14:03:00,pos,0.391304347826087,1,2022,7
OH,2022-07-19 15:05:00,pos,37.0,1,2022,7
MA,2022-07-20 15:40:00,pos,632.0,1,2022,7
MN,2022-07-20 21:14:00,neutral,0.0,0,2022,7
KS,2022-07-21 04:26:00,neutral,0.0,0,2022,7
MI,2022-07-21 16:34:00,neutral,0.0,0,2022,7
NC,2022-07-21 18:01:00,neutral,0.0,0,2022,7
NM,2022-07-21 19:22:00,neg,-0.5714285714285714,-1,2022,7
CA,2022-07-21 20:43:00,neg,-813.0,-1,2022,7
MI,2022-07-24 23:12:00,pos,0.0,1,2022,7
LA,2022-07-26 20:54:00,pos,0.2777777777777778,1,2022,7
MI,2022-07-27 19:44:00,pos,0.3125,1,2022,7
AZ,2022-07-28 01:02:00,pos,0.28,1,2022,7
NJ,2022-07-28 16:21:00,pos,0.0,1,2022,7
OH,2022-07-29 17:10:00,pos,0.524390243902439,1,2022,7
AZ,2022-07-30 04:40:00,pos,4.0,1,2022,7
MA,2022-08-01 13:47:00,neg,-0.16666666666666666,-1,2022,8
CA,2022-08-01 16:38:00,neutral,0.0,0,2022,8
NC,2022-08-02 01:42:00,neg,-14.0,-1,2022,8
NJ,2022-08-03 22:15:00,neutral,0.0,0,2022,8
MI,2022-08-07 13:48:00,pos,0.0,1,2022,8
AZ,2022-08-09 00:26:00,pos,0.20512820512820512,1,2022,8
CA,2022-08-12 21:11:00,pos,3824.0,1,2022,8
NJ,2022-08-14 02:19:00,neutral,0.0,0,2022,8
FL,2022-08-16 23:41:00,pos,0.29411764705882354,1,2022,8
FL,2022-08-17 13:02:00,neutral,0.0,0,2022,8
PA,2022-08-17 19:33:00,pos,36.0,1,2022,8
FL,2022-08-19 13:29:00,pos,0.5806451612903226,1,2022,8
NM,2022-08-23 00:04:00,pos,47.0,1,2022,8
NV,2022-08-25 06:05:00,neg,-195.0,-1,2022,8
AZ,2022-08-25 13:35:00,pos,0.39473684210526316,1,2022,8
OK,2022-08-26 23:12:00,pos,0.0,1,2022,8
OH,2022-08-29 14:39:00,neutral,0.0,0,2022,8
CA,2022-08-30 18:38:00,pos,0.0,1,2022,8
KY,2022-08-30 21:55:00,pos,0.6666666666666666,1,2022,8
NJ,2022-08-31 22:05:00,pos,7.0,1,2022,8
MN,2022-09-02 18:03:00,pos,33.0,1,2022,9
FL,2022-09-04 19:00:00,pos,205.0,1,2022,9
CA,2022-09-06 01:00:00,neg,-597.0,-1,2022,9
LA,2022-09-10 14:19:00,pos,0.0,1,2022,9
NJ,2022-09-10 15:35:00,pos,0.4166666666666667,1,2022,9
NY,2022-09-15 16:05:00,neg,-1566.0,-1,2022,9
AZ,2022-09-17 18:28:00,pos,174.0,1,2022,9
FL,2022-09-18 12:44:00,pos,0.5,1,2022,9
NJ,2022-09-19 15:46:00,pos,10.0,1,2022,9
NV,2022-09-21 18:12:00,neutral,0.0,0,2022,9
NM,2022-09-23 02:02:00,pos,0.7692307692307693,1,2022,9
PA,2022-09-23 18:07:00,neutral,0.0,0,2022,9
OH,2022-09-23 18:52:00,neg,-0.7802197802197802,-1,2022,9
LA,2022-09-25 23:32:00,pos,0.3333333333333333,1,2022,9
LA,2022-09-26 00:42:00,pos,20.0,1,2022,9
PA,2022-09-26 01:38:00,neutral,0.0,0,2022,9
NM,2022-09-26 17:59:00,pos,0.7419354838709677,1,2022,9
NV,2022-09-26 18:56:00,neg,0.0,-1,2022,9
FL,2022-09-28 22:18:00,neutral,0.0,0,2022,9
ID,2022-09-29 03:38:00,pos,0.37142857142857144,1,2022,9
CA,2022-09-29 06:18:00,neutral,0.0,0,2022,9
MI,2022-10-03 03:09:00,neg,0.0,-1,2022,10
CO,2022-10-03 21:24:00,pos,22.0,1,2022,10
CA,2022-10-03 22:48:00,pos,0.0,1,2022,10
IN,2022-10-04 19:46:00,pos,0.0,1,2022,10
CA,2022-10-04 20:20:00,neg,0.0,-1,2022,10
LA,2022-10-05 17:33:00,pos,0.0,1,2022,10
NV,2022-10-09 02:34:00,neg,-0.9090909090909091,-1,2022,10
ND,2022-10-09 21:25:00,pos,0.32,1,2022,10
NV,2022-10-11 12:41:00,neg,-226.0,-1,2022,10
CA,2022-10-11 22:00:00,pos,0.0,1,2022,10
CO,2022-10-12 15:39:00,pos,0.0,1,2022,10
NY,2022-10-15 18:13:00,neutral,0.0,0,2022,10
NV,2022-10-16 20:34:00,neg,0.0,-1,2022,10
NV,2022-10-17 03:25:00,pos,9.0,1,2022,10
OH,2022-10-20 17:35:00,pos,0.19047619047619047,1,2022,10
FL,2022-10-23 22:26:00,neutral,0.0,0,2022,10
NM,2022-10-24 17:05:00,pos,0.0,1,2022,10
NC,2022-10-26 00:50:00,neutral,0.0,0,2022,10
ND,2022-10-26 05:10:00,neg,-0.42857142857142855,-1,2022,10
AZ,2022-10-28 01:18:00,neutral,0.0,0,2022,10
AZ,2022-10-28 17:17:00,pos,0.0,1,2022,10
NC,2022-10-28 21:23:00,pos,0.0,1,2022,10
NJ,2022-10-31 16:07:00,neutral,0.0,0,2022,10
KS,2022-10-31 17:53:00,neg,-57.0,-1,2022,10
CA,2022-11-02 01:53:00,neutral,0.0,0,2022,11
CO,2022-11-04 17:07:00,pos,0.3333333333333333,1,2022,11
OH,2022-11-04 19:20:00,pos,0.0,1,2022,11
KY,2022-11-04 19:28:00,neutral,0.0,0,2022,11
OH,2022-11-06 19:48:00,neg,-0.16666666666666666,-1,2022,11
NV,2022-11-07 14:37:00,pos,0.2727272727272727,1,2022,11
NC,2022-11-11 04:45:00,pos,34.0,1,2022,11
FL,2022-11-12 01:28:00,pos,533.0,1,2022,11
NM,2022-11-14 15:29:00,pos,0.0,1,2022,11
PA,2022-11-14 19:58:00,pos,0.0,1,2022,11
NY,2022-11-14 22:06:00,pos,0.0,1,2022,11
CA,2022-11-14 22:12:00,neutral,0.0,0,2022,11
OH,2022-11-14 23:45:00,neutral,0.0,0,2022,11
NJ,2022-11-15 17:51:00,pos,0.3333333333333333,1,2022,11
MI,2022-11-16 04:29:00,neutral,0.0,0,2022,11
FL,2022-11-16 21:46:00,pos,0.3392857142857143,1,2022,11
NV,2022-11-19 19:56:00,neutral,0.0,0,2022,11
OH,2022-11-20 03:15:00,pos,26.0,1,2022,11
FL,2022-11-20 12:58:00,neg,-0.47368421052631576,-1,2022,11
CO,2022-11-24 15:19:00,pos,0.875,1,2022,11
AZ,2022-11-26 14:22:00,pos,234.0,1,2022,11
AZ,2022-11-28 15:37:00,pos,0.0,1,2022,11
KY,2022-11-29 21:06:00,pos,0.16030534351145037,1,2022,11
NJ,2022-12-02 03:25:00,neutral,0.0,0,2022,12
CO,2022-12-03 21:28:00,neg,-40.0,-1,2022,12
CA,2022-12-06 21:40:00,neg,-649.0,-1,2022,12
NC,2022-12-07 22:31:00,neutral,0.0,0,2022,12
IN,2022-12-09 14:09:00,neutral,0.0,0,2022,12
CA,2022-12-09 22:41:00,neutral,0.0,0,2022,12
MI,2022-12-13 19:36:00,neutral,0.0,0,2022,12
MN,2022-12-13 19:56:00,neg,-264.0,-1,2022,12
CA,2022-12-15 04:17:00,neg,-0.88,-1,2022,12
OH,2022-12-17 22:18:00,pos,35.0,1,2022,12
CA,2022-12-18 21:01:00,neutral,0.0,0,2022,12
NM,2022-12-20 15:00:00,pos,58.0,1,2022,12
CA,2022-12-22 04:11:00,neg,-106.0,-1,2022,12
CA,2022-12-23 02:01:00,neg,-41.0,-1,2022,12
PA,2022-12-24 19:20:00,pos,0.24561403508771928,1,2022,12
MI,2022-12-26 15:04:00,pos,0.0,1,2022,12
PA,2022-12-26 19:46:00,pos,0.07692307692307693,1,2022,12
MA,2022-12-30 20:36:00,neutral,0.0,0,2022,12
MA,2022-12-31 03:28:00,neutral,0.0,0,2022,12
NV,2023-01-01 01:49:00,pos,0.06451612903225806,1,2023,1
CA,2023-01-01 21:16:00,pos,127.0,1,2023,1
MA,2023-01-02 07:32:00,pos,0.42424242424242425,1,2023,1
NJ,2023-01-04 04:36:00,pos,0.6153846153846154,1,2023,1
MI,2023-01-04 21:07:00,neutral,0.0,0,2023,1
CA,2023-01-04 23:00:00,neg,-136.0,-1,2023,1
CA,2023-01-05 17:37:00,pos,626.0,1,2023,1
KS,2023-01-08 01:33:00,pos,0.0,1,2023,1
CA,2023-01-10 00:30:00,neutral,0.0,0,2023,1
CA,2023-01-10 22:44:00,neg,-255.0,-1,2023,1
NV,2023-01-11 20:02:00,neg,-0.9415204678362573,-1,2023,1
MA,2023-01-12 21:43:00,neg,-135.0,-1,2023,1
AR,2023-01-12 23:56:00,pos,6.0,1,2023,1
NY,2023-01-13 19:11:00,neutral,0.0,0,2023,1
CA,2023-01-14 19:59:00,pos,0.17073170731707318,1,2023,1
NY,2023-01-15 04:51:00,neutral,0.0,0,2023,1
MA,2023-01-18 18:08:00,neutral,0.0,0,2023,1
AZ,2023-01-18 22:08:00,pos,0.0,1,2023,1
AL,2023-01-20 14:45:00,pos,0.436241610738255,1,2023,1
KS,2023-01-23 17:17:00,pos,0.125,1,2023,1
NV,2023-01-24 02:50:00,neutral,0.0,0,2023,1
NV,2023-01-25 20:34:00,pos,0.6666666666666666,1,2023,1
CA,2023-01-28 18:14:00,neutral,0.0,0,2023,1
CA,2023-01-30 17:25:00,neg,-2435.0,-1,2023,1
FL,2023-01-30 17:59:00,neg,-446.0,-1,2023,1
AL,2023-01-30 19:33:00,pos,0.7083333333333334,1,2023,1
